Title: Ion-by-Ion Cooling Efficiencies
Authors: Gnat O., Ferland G.J.
Table: Ion-by-Ion Cooling Efficiencies for Boron
================================================================================
Byte-by-byte Description of file: datafile1E.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label        Explanations
--------------------------------------------------------------------------------
   1-  8 E8.2   K       Temperature  Temperature (column 1)
  10- 17 E8.2   ---     B{0}         Ionic Cooling efficiency (column 2)
  19- 26 E8.2   ---     B{+}         Ionic Cooling efficiency (column 3)
  28- 35 E8.2   ---     B{2+}        Ionic Cooling efficiency (column 4)
  37- 44 E8.2   ---     B{3+}        Ionic Cooling efficiency (column 5)
  46- 53 E8.2   ---     B{4+}        Ionic Cooling efficiency (column 6)
  55- 62 E8.2   ---     B{5+}        Ionic Cooling efficiency (column 7)
  64- 71 E8.2   ---     B{CIE}       CIE Cooling efficiency (column 8)
--------------------------------------------------------------------------------
2.56e+04 3.36e-20 1.74e-19 3.75e-19 2.40e-24 2.24e-23 3.82e-23 1.73e-19
2.69e+04 4.05e-20 2.09e-19 4.19e-19 2.47e-24 2.27e-23 3.89e-23 2.08e-19
2.83e+04 4.85e-20 2.49e-19 4.64e-19 2.53e-24 2.31e-23 3.95e-23 2.49e-19
2.98e+04 5.77e-20 2.94e-19 5.12e-19 2.60e-24 2.34e-23 4.02e-23 2.95e-19
3.14e+04 6.83e-20 3.45e-19 5.61e-19 2.67e-24 2.38e-23 4.09e-23 3.46e-19
3.30e+04 8.02e-20 4.00e-19 6.11e-19 2.75e-24 2.42e-23 4.16e-23 4.03e-19
3.47e+04 9.36e-20 4.61e-19 6.62e-19 2.83e-24 2.46e-23 4.23e-23 4.66e-19
3.65e+04 1.09e-19 5.26e-19 7.14e-19 2.91e-24 2.49e-23 4.30e-23 5.34e-19
3.84e+04 1.26e-19 5.97e-19 7.67e-19 3.00e-24 2.53e-23 4.37e-23 6.08e-19
4.04e+04 1.44e-19 6.72e-19 8.19e-19 3.08e-24 2.57e-23 4.45e-23 6.85e-19
4.26e+04 1.65e-19 7.51e-19 8.71e-19 3.17e-24 2.61e-23 4.52e-23 7.63e-19
4.48e+04 1.87e-19 8.35e-19 9.23e-19 3.26e-24 2.65e-23 4.60e-23 8.37e-19
4.71e+04 2.12e-19 9.23e-19 9.74e-19 3.35e-24 2.69e-23 4.67e-23 8.98e-19
4.96e+04 2.39e-19 1.01e-18 1.02e-18 3.44e-24 2.73e-23 4.75e-23 9.32e-19
5.22e+04 2.68e-19 1.11e-18 1.07e-18 3.54e-24 2.77e-23 4.83e-23 9.23e-19
5.49e+04 2.99e-19 1.20e-18 1.12e-18 3.64e-24 2.81e-23 4.91e-23 8.61e-19
5.78e+04 3.32e-19 1.30e-18 1.17e-18 3.74e-24 2.85e-23 4.99e-23 7.49e-19
6.08e+04 3.67e-19 1.40e-18 1.21e-18 3.85e-24 2.90e-23 5.07e-23 6.10e-19
6.40e+04 4.05e-19 1.50e-18 1.25e-18 3.96e-24 2.94e-23 5.16e-23 4.70e-19
6.74e+04 4.45e-19 1.61e-18 1.29e-18 4.08e-24 2.98e-23 5.24e-23 3.49e-19
7.09e+04 4.87e-19 1.71e-18 1.33e-18 4.20e-24 3.03e-23 5.33e-23 2.54e-19
7.46e+04 5.31e-19 1.81e-18 1.37e-18 4.32e-24 3.07e-23 5.42e-23 1.83e-19
7.86e+04 5.78e-19 1.91e-18 1.40e-18 4.44e-24 3.12e-23 5.51e-23 1.32e-19
8.27e+04 6.26e-19 2.01e-18 1.43e-18 4.57e-24 3.16e-23 5.60e-23 9.63e-20
8.70e+04 6.76e-19 2.11e-18 1.46e-18 4.70e-24 3.21e-23 5.69e-23 7.06e-20
9.16e+04 7.28e-19 2.21e-18 1.49e-18 4.83e-24 3.26e-23 5.78e-23 5.23e-20
9.64e+04 7.82e-19 2.31e-18 1.51e-18 4.96e-24 3.30e-23 5.88e-23 3.92e-20
1.02e+05 8.38e-19 2.40e-18 1.54e-18 5.10e-24 3.34e-23 5.97e-23 2.96e-20
1.07e+05 8.95e-19 2.49e-18 1.56e-18 5.25e-24 3.39e-23 6.07e-23 2.26e-20
1.12e+05 9.54e-19 2.58e-18 1.58e-18 5.41e-24 3.44e-23 6.17e-23 1.75e-20
1.18e+05 1.01e-18 2.67e-18 1.60e-18 5.57e-24 3.49e-23 6.27e-23 1.36e-20
1.24e+05 1.07e-18 2.75e-18 1.61e-18 5.74e-24 3.55e-23 6.37e-23 1.07e-20
1.31e+05 1.14e-18 2.83e-18 1.62e-18 5.92e-24 3.60e-23 6.48e-23 8.49e-21
1.38e+05 1.20e-18 2.91e-18 1.64e-18 6.11e-24 3.65e-23 6.58e-23 6.79e-21
1.45e+05 1.27e-18 2.99e-18 1.65e-18 6.33e-24 3.70e-23 6.69e-23 5.48e-21
1.53e+05 1.33e-18 3.06e-18 1.66e-18 6.60e-24 3.75e-23 6.80e-23 4.46e-21
1.61e+05 1.40e-18 3.13e-18 1.66e-18 7.00e-24 3.81e-23 6.91e-23 3.64e-21
1.69e+05 1.46e-18 3.19e-18 1.67e-18 7.59e-24 3.86e-23 7.02e-23 3.00e-21
1.78e+05 1.53e-18 3.26e-18 1.68e-18 8.56e-24 3.92e-23 7.13e-23 2.49e-21
1.88e+05 1.60e-18 3.32e-18 1.68e-18 1.02e-23 3.98e-23 7.24e-23 2.08e-21
1.98e+05 1.66e-18 3.37e-18 1.68e-18 1.29e-23 4.05e-23 7.36e-23 1.75e-21
2.08e+05 1.73e-18 3.43e-18 1.68e-18 1.74e-23 4.13e-23 7.48e-23 1.48e-21
2.19e+05 1.80e-18 3.48e-18 1.69e-18 2.46e-23 4.23e-23 7.60e-23 1.27e-21
2.30e+05 1.86e-18 3.53e-18 1.69e-18 3.64e-23 4.35e-23 7.72e-23 1.10e-21
2.42e+05 1.93e-18 3.57e-18 1.69e-18 5.45e-23 4.53e-23 7.84e-23 9.69e-22
2.55e+05 1.99e-18 3.61e-18 1.68e-18 8.19e-23 4.79e-23 7.96e-23 8.75e-22
2.69e+05 2.06e-18 3.65e-18 1.68e-18 1.23e-22 5.20e-23 8.09e-23 8.16e-22
2.83e+05 2.12e-18 3.69e-18 1.68e-18 1.83e-22 5.83e-23 8.21e-23 7.93e-22
2.98e+05 2.18e-18 3.73e-18 1.68e-18 2.68e-22 6.79e-23 8.34e-23 8.08e-22
3.13e+05 2.25e-18 3.76e-18 1.67e-18 3.87e-22 8.25e-23 8.47e-23 8.67e-22
3.30e+05 2.31e-18 3.79e-18 1.67e-18 5.50e-22 1.04e-22 8.60e-23 9.75e-22
3.47e+05 2.37e-18 3.82e-18 1.67e-18 7.68e-22 1.36e-22 8.74e-23 1.13e-21
3.66e+05 2.42e-18 3.84e-18 1.66e-18 1.06e-21 1.82e-22 8.88e-23 1.35e-21
3.85e+05 2.48e-18 3.86e-18 1.66e-18 1.43e-21 2.46e-22 9.02e-23 1.62e-21
4.05e+05 2.54e-18 3.88e-18 1.65e-18 1.91e-21 3.36e-22 9.16e-23 1.94e-21
4.26e+05 2.59e-18 3.90e-18 1.65e-18 2.51e-21 4.57e-22 9.30e-23 2.30e-21
4.49e+05 2.64e-18 3.92e-18 1.64e-18 3.25e-21 6.20e-22 9.45e-23 2.68e-21
4.72e+05 2.69e-18 3.93e-18 1.64e-18 4.17e-21 8.33e-22 9.60e-23 3.07e-21
4.97e+05 2.74e-18 3.95e-18 1.63e-18 5.27e-21 1.11e-21 9.74e-23 3.46e-21
5.23e+05 2.78e-18 3.96e-18 1.63e-18 6.59e-21 1.46e-21 9.89e-23 3.85e-21
5.51e+05 2.83e-18 3.97e-18 1.62e-18 8.14e-21 1.90e-21 1.00e-22 4.23e-21
5.80e+05 2.87e-18 3.97e-18 1.62e-18 9.96e-21 2.45e-21 1.02e-22 4.60e-21
6.10e+05 2.91e-18 3.98e-18 1.61e-18 1.21e-20 3.12e-21 1.04e-22 4.96e-21
6.43e+05 2.95e-18 3.98e-18 1.60e-18 1.45e-20 3.93e-21 1.05e-22 5.26e-21
6.76e+05 2.98e-18 3.98e-18 1.60e-18 1.72e-20 4.90e-21 1.07e-22 5.49e-21
7.12e+05 3.01e-18 3.98e-18 1.59e-18 2.03e-20 6.04e-21 1.08e-22 5.61e-21
7.49e+05 3.04e-18 3.98e-18 1.58e-18 2.37e-20 7.38e-21 1.10e-22 5.61e-21
7.89e+05 3.07e-18 3.98e-18 1.58e-18 2.75e-20 8.93e-21 1.12e-22 5.50e-21
8.30e+05 3.10e-18 3.98e-18 1.57e-18 3.17e-20 1.07e-20 1.13e-22 5.29e-21
8.74e+05 3.12e-18 3.97e-18 1.56e-18 3.62e-20 1.27e-20 1.15e-22 5.02e-21
9.20e+05 3.14e-18 3.96e-18 1.56e-18 4.11e-20 1.50e-20 1.17e-22 4.69e-21
9.69e+05 3.16e-18 3.95e-18 1.55e-18 4.65e-20 1.76e-20 1.19e-22 4.35e-21
1.02e+06 3.17e-18 3.94e-18 1.54e-18 5.23e-20 2.04e-20 1.20e-22 4.00e-21
1.07e+06 3.18e-18 3.93e-18 1.54e-18 5.83e-20 2.35e-20 1.22e-22 3.66e-21
1.13e+06 3.19e-18 3.92e-18 1.53e-18 6.48e-20 2.70e-20 1.24e-22 3.34e-21
1.19e+06 3.20e-18 3.90e-18 1.52e-18 7.16e-20 3.07e-20 1.26e-22 3.05e-21
1.25e+06 3.21e-18 3.89e-18 1.51e-18 7.88e-20 3.48e-20 1.28e-22 2.79e-21
1.32e+06 3.21e-18 3.87e-18 1.50e-18 8.64e-20 3.91e-20 1.30e-22 2.55e-21
1.39e+06 3.21e-18 3.85e-18 1.49e-18 9.42e-20 4.37e-20 1.32e-22 2.33e-21
1.46e+06 3.20e-18 3.83e-18 1.49e-18 1.02e-19 4.87e-20 1.34e-22 2.14e-21
1.54e+06 3.20e-18 3.81e-18 1.48e-18 1.11e-19 5.40e-20 1.36e-22 1.96e-21
1.62e+06 3.19e-18 3.79e-18 1.47e-18 1.20e-19 5.95e-20 1.38e-22 1.81e-21
1.70e+06 3.18e-18 3.77e-18 1.46e-18 1.28e-19 6.53e-20 1.40e-22 1.67e-21
1.79e+06 3.17e-18 3.74e-18 1.45e-18 1.38e-19 7.13e-20 1.42e-22 1.54e-21
1.89e+06 3.15e-18 3.72e-18 1.44e-18 1.47e-19 7.77e-20 1.44e-22 1.43e-21
1.99e+06 3.13e-18 3.69e-18 1.43e-18 1.57e-19 8.42e-20 1.46e-22 1.33e-21
2.09e+06 3.11e-18 3.66e-18 1.42e-18 1.66e-19 9.10e-20 1.48e-22 1.24e-21
2.20e+06 3.09e-18 3.64e-18 1.41e-18 1.76e-19 9.79e-20 1.50e-22 1.16e-21
2.32e+06 3.06e-18 3.61e-18 1.40e-18 1.86e-19 1.05e-19 1.52e-22 1.08e-21
2.44e+06 3.04e-18 3.58e-18 1.39e-18 1.96e-19 1.12e-19 1.55e-22 1.02e-21
2.57e+06 3.01e-18 3.55e-18 1.38e-18 2.06e-19 1.20e-19 1.57e-22 9.55e-22
2.70e+06 2.98e-18 3.52e-18 1.37e-18 2.16e-19 1.27e-19 1.59e-22 9.00e-22
2.84e+06 2.94e-18 3.49e-18 1.35e-18 2.26e-19 1.35e-19 1.61e-22 8.49e-22
2.99e+06 2.91e-18 3.45e-18 1.34e-18 2.36e-19 1.42e-19 1.63e-22 8.02e-22
3.15e+06 2.87e-18 3.42e-18 1.33e-18 2.46e-19 1.49e-19 1.66e-22 7.56e-22
3.32e+06 2.83e-18 3.39e-18 1.32e-18 2.57e-19 1.55e-19 1.68e-22 7.15e-22
3.49e+06 2.79e-18 3.35e-18 1.31e-18 2.66e-19 1.62e-19 1.70e-22 6.77e-22
3.68e+06 2.75e-18 3.32e-18 1.29e-18 2.76e-19 1.68e-19 1.73e-22 6.42e-22
3.87e+06 2.71e-18 3.29e-18 1.28e-18 2.86e-19 1.74e-19 1.75e-22 6.11e-22
4.07e+06 2.66e-18 3.25e-18 1.27e-18 2.96e-19 1.80e-19 1.78e-22 5.83e-22
4.29e+06 2.62e-18 3.21e-18 1.26e-18 3.05e-19 1.86e-19 1.80e-22 5.56e-22
4.51e+06 2.57e-18 3.18e-18 1.24e-18 3.14e-19 1.92e-19 1.83e-22 5.33e-22
4.75e+06 2.53e-18 3.14e-18 1.23e-18 3.23e-19 1.98e-19 1.85e-22 5.11e-22
5.00e+06 2.48e-18 3.11e-18 1.22e-18 3.32e-19 2.03e-19 1.88e-22 4.91e-22
5.01e+06 2.48e-18 3.11e-18 1.22e-18 3.33e-19 2.03e-19 1.88e-22 4.91e-22
5.25e+06 2.43e-18 3.07e-18 1.21e-18 3.41e-19 2.08e-19 1.90e-22 4.74e-22
5.50e+06 2.39e-18 3.04e-18 1.19e-18 3.48e-19 2.12e-19 1.93e-22 4.59e-22
5.75e+06 2.35e-18 3.01e-18 1.18e-18 3.55e-19 2.17e-19 1.95e-22 4.46e-22
6.03e+06 2.30e-18 2.97e-18 1.17e-18 3.63e-19 2.21e-19 1.97e-22 4.33e-22
6.31e+06 2.26e-18 2.94e-18 1.16e-18 3.70e-19 2.25e-19 2.00e-22 4.22e-22
6.61e+06 2.22e-18 2.91e-18 1.15e-18 3.76e-19 2.28e-19 2.03e-22 4.11e-22
6.92e+06 2.17e-18 2.87e-18 1.13e-18 3.83e-19 2.32e-19 2.05e-22 4.02e-22
7.24e+06 2.13e-18 2.84e-18 1.12e-18 3.89e-19 2.35e-19 2.08e-22 3.93e-22
7.59e+06 2.09e-18 2.81e-18 1.11e-18 3.95e-19 2.39e-19 2.10e-22 3.85e-22
7.94e+06 2.05e-18 2.78e-18 1.10e-18 4.01e-19 2.42e-19 2.13e-22 3.78e-22
8.32e+06 2.00e-18 2.74e-18 1.09e-18 4.07e-19 2.44e-19 2.16e-22 3.71e-22
8.71e+06 1.96e-18 2.71e-18 1.07e-18 4.12e-19 2.47e-19 2.18e-22 3.65e-22
9.12e+06 1.92e-18 2.68e-18 1.06e-18 4.17e-19 2.50e-19 2.21e-22 3.59e-22
9.55e+06 1.88e-18 2.64e-18 1.05e-18 4.22e-19 2.52e-19 2.24e-22 3.54e-22
1.00e+07 1.84e-18 2.61e-18 1.04e-18 4.26e-19 2.54e-19 2.27e-22 3.49e-22
1.05e+07 1.80e-18 2.58e-18 1.03e-18 4.31e-19 2.56e-19 2.30e-22 3.45e-22
1.10e+07 1.76e-18 2.55e-18 1.01e-18 4.35e-19 2.57e-19 2.33e-22 3.42e-22
1.15e+07 1.72e-18 2.52e-18 1.00e-18 4.38e-19 2.59e-19 2.36e-22 3.39e-22
1.20e+07 1.69e-18 2.48e-18 9.90e-19 4.42e-19 2.60e-19 2.39e-22 3.36e-22
1.26e+07 1.65e-18 2.45e-18 9.79e-19 4.45e-19 2.62e-19 2.42e-22 3.34e-22
1.32e+07 1.62e-18 2.42e-18 9.67e-19 4.48e-19 2.62e-19 2.45e-22 3.32e-22
1.38e+07 1.58e-18 2.39e-18 9.55e-19 4.51e-19 2.63e-19 2.49e-22 3.31e-22
1.45e+07 1.55e-18 2.36e-18 9.43e-19 4.54e-19 2.64e-19 2.52e-22 3.29e-22
1.51e+07 1.51e-18 2.33e-18 9.32e-19 4.56e-19 2.64e-19 2.55e-22 3.28e-22
1.58e+07 1.48e-18 2.30e-18 9.20e-19 4.58e-19 2.65e-19 2.59e-22 3.28e-22
1.66e+07 1.45e-18 2.27e-18 9.08e-19 4.60e-19 2.65e-19 2.62e-22 3.27e-22
1.74e+07 1.42e-18 2.24e-18 8.97e-19 4.61e-19 2.65e-19 2.65e-22 3.27e-22
1.82e+07 1.39e-18 2.21e-18 8.86e-19 4.63e-19 2.65e-19 2.69e-22 3.27e-22
1.91e+07 1.36e-18 2.18e-18 8.74e-19 4.64e-19 2.65e-19 2.73e-22 3.28e-22
2.00e+07 1.33e-18 2.15e-18 8.63e-19 4.65e-19 2.64e-19 2.77e-22 3.29e-22
2.09e+07 1.31e-18 2.12e-18 8.52e-19 4.66e-19 2.64e-19 2.81e-22 3.30e-22
2.19e+07 1.28e-18 2.09e-18 8.41e-19 4.66e-19 2.63e-19 2.85e-22 3.31e-22
2.29e+07 1.26e-18 2.06e-18 8.30e-19 4.67e-19 2.63e-19 2.89e-22 3.32e-22
2.40e+07 1.23e-18 2.03e-18 8.19e-19 4.67e-19 2.62e-19 2.93e-22 3.34e-22
2.51e+07 1.21e-18 2.01e-18 8.08e-19 4.67e-19 2.61e-19 2.97e-22 3.36e-22
2.63e+07 1.18e-18 1.98e-18 7.98e-19 4.67e-19 2.60e-19 3.01e-22 3.37e-22
2.75e+07 1.16e-18 1.95e-18 7.87e-19 4.66e-19 2.59e-19 3.05e-22 3.39e-22
2.88e+07 1.14e-18 1.92e-18 7.76e-19 4.66e-19 2.57e-19 3.08e-22 3.41e-22
3.02e+07 1.12e-18 1.90e-18 7.66e-19 4.65e-19 2.56e-19 3.12e-22 3.43e-22
3.16e+07 1.10e-18 1.87e-18 7.56e-19 4.64e-19 2.55e-19 3.16e-22 3.45e-22
3.31e+07 1.08e-18 1.84e-18 7.46e-19 4.63e-19 2.53e-19 3.20e-22 3.48e-22
3.47e+07 1.06e-18 1.82e-18 7.35e-19 4.62e-19 2.52e-19 3.25e-22 3.51e-22
3.63e+07 1.04e-18 1.79e-18 7.25e-19 4.61e-19 2.50e-19 3.29e-22 3.53e-22
3.80e+07 1.02e-18 1.77e-18 7.15e-19 4.60e-19 2.49e-19 3.33e-22 3.56e-22
3.98e+07 1.00e-18 1.74e-18 7.06e-19 4.59e-19 2.47e-19 3.37e-22 3.59e-22
4.17e+07 9.87e-19 1.72e-18 6.96e-19 4.57e-19 2.45e-19 3.41e-22 3.62e-22
4.37e+07 9.70e-19 1.69e-18 6.86e-19 4.55e-19 2.43e-19 3.45e-22 3.64e-22
4.57e+07 9.54e-19 1.67e-18 6.77e-19 4.54e-19 2.42e-19 3.48e-22 3.67e-22
4.79e+07 9.39e-19 1.65e-18 6.68e-19 4.52e-19 2.40e-19 3.52e-22 3.69e-22
5.01e+07 9.23e-19 1.62e-18 6.58e-19 4.50e-19 2.38e-19 3.55e-22 3.72e-22
5.25e+07 9.09e-19 1.60e-18 6.49e-19 4.48e-19 2.36e-19 3.58e-22 3.74e-22
5.50e+07 8.94e-19 1.58e-18 6.40e-19 4.46e-19 2.34e-19 3.61e-22 3.76e-22
5.75e+07 8.80e-19 1.55e-18 6.31e-19 4.44e-19 2.32e-19 3.65e-22 3.78e-22
6.03e+07 8.66e-19 1.53e-18 6.22e-19 4.42e-19 2.30e-19 3.68e-22 3.81e-22
6.31e+07 8.53e-19 1.51e-18 6.13e-19 4.40e-19 2.28e-19 3.71e-22 3.83e-22
6.61e+07 8.40e-19 1.49e-18 6.05e-19 4.37e-19 2.26e-19 3.74e-22 3.85e-22
6.92e+07 8.27e-19 1.47e-18 5.96e-19 4.35e-19 2.24e-19 3.77e-22 3.87e-22
7.24e+07 8.15e-19 1.45e-18 5.88e-19 4.33e-19 2.21e-19 3.79e-22 3.89e-22
7.59e+07 8.03e-19 1.42e-18 5.79e-19 4.30e-19 2.19e-19 3.81e-22 3.91e-22
7.94e+07 7.91e-19 1.40e-18 5.71e-19 4.28e-19 2.17e-19 3.83e-22 3.92e-22
8.32e+07 7.80e-19 1.38e-18 5.63e-19 4.26e-19 2.15e-19 3.85e-22 3.94e-22
8.71e+07 7.69e-19 1.36e-18 5.55e-19 4.23e-19 2.13e-19 3.87e-22 3.95e-22
9.12e+07 7.58e-19 1.34e-18 5.47e-19 4.20e-19 2.11e-19 3.88e-22 3.96e-22
9.55e+07 7.47e-19 1.32e-18 5.39e-19 4.18e-19 2.09e-19 3.89e-22 3.96e-22
1.00e+08 7.36e-19 1.31e-18 5.32e-19 4.15e-19 2.06e-19 3.90e-22 3.97e-22
