Title: Ion-by-Ion Cooling Efficiencies
Authors: Gnat O., Ferland G.J.
Table: Ion-by-Ion Cooling Efficiencies for Nitrogen
================================================================================
Byte-by-byte Description of file: datafile1G.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label        Explanations
--------------------------------------------------------------------------------
   1-  8 E8.2   K       Temperature  Temperature (column 1)
  10- 17 E8.2   ---     N{0}         Ionic Cooling efficiency (column 2)
  19- 26 E8.2   ---     N{+}         Ionic Cooling efficiency (column 3)
  28- 35 E8.2   ---     N{2+}        Ionic Cooling efficiency (column 4)
  37- 44 E8.2   ---     N{3+}        Ionic Cooling efficiency (column 5)
  46- 53 E8.2   ---     N{4+}        Ionic Cooling efficiency (column 6)
  55- 62 E8.2   ---     N{5+}        Ionic Cooling efficiency (column 7)
  64- 71 E8.2   ---     N{6+}        Ionic Cooling efficiency (column 8)
  73- 80 E8.2   ---     N{7+}        Ionic Cooling efficiency (column 9)
  82- 89 E8.2   ---     N{CIE}       CIE Cooling efficiency (column 10)
--------------------------------------------------------------------------------
2.57e+06 2.86e-18 3.09e-18 1.76e-18 1.39e-18 7.70e-19 6.49e-20 3.07e-20 3.56e-22 7.80e-21
2.70e+06 2.87e-18 3.09e-18 1.76e-18 1.39e-18 7.71e-19 7.15e-20 3.43e-20 3.61e-22 7.20e-21
2.84e+06 2.89e-18 3.08e-18 1.76e-18 1.39e-18 7.72e-19 7.84e-20 3.82e-20 3.66e-22 6.64e-21
2.99e+06 2.90e-18 3.08e-18 1.76e-18 1.38e-18 7.73e-19 8.56e-20 4.24e-20 3.72e-22 6.11e-21
3.15e+06 2.90e-18 3.07e-18 1.75e-18 1.38e-18 7.74e-19 9.30e-20 4.67e-20 3.77e-22 5.63e-21
3.32e+06 2.91e-18 3.06e-18 1.75e-18 1.38e-18 7.74e-19 1.01e-19 5.13e-20 3.83e-22 5.20e-21
3.49e+06 2.91e-18 3.05e-18 1.75e-18 1.38e-18 7.75e-19 1.09e-19 5.61e-20 3.88e-22 4.80e-21
3.68e+06 2.92e-18 3.04e-18 1.74e-18 1.37e-18 7.76e-19 1.17e-19 6.10e-20 3.94e-22 4.44e-21
3.87e+06 2.92e-18 3.03e-18 1.73e-18 1.37e-18 7.76e-19 1.25e-19 6.61e-20 4.00e-22 4.12e-21
4.07e+06 2.91e-18 3.01e-18 1.73e-18 1.36e-18 7.77e-19 1.34e-19 7.14e-20 4.06e-22 3.83e-21
4.29e+06 2.91e-18 3.00e-18 1.72e-18 1.36e-18 7.77e-19 1.43e-19 7.69e-20 4.12e-22 3.56e-21
4.51e+06 2.90e-18 2.98e-18 1.71e-18 1.35e-18 7.77e-19 1.52e-19 8.24e-20 4.17e-22 3.33e-21
4.75e+06 2.89e-18 2.96e-18 1.70e-18 1.34e-18 7.78e-19 1.61e-19 8.81e-20 4.23e-22 3.11e-21
5.00e+06 2.88e-18 2.94e-18 1.69e-18 1.34e-18 7.78e-19 1.70e-19 9.38e-20 4.29e-22 2.91e-21
5.01e+06 2.88e-18 2.94e-18 1.69e-18 1.34e-18 7.78e-19 1.70e-19 9.41e-20 4.30e-22 2.91e-21
5.25e+06 2.87e-18 2.93e-18 1.68e-18 1.33e-18 7.78e-19 1.78e-19 9.93e-20 4.35e-22 2.75e-21
5.50e+06 2.86e-18 2.91e-18 1.67e-18 1.32e-18 7.78e-19 1.86e-19 1.05e-19 4.40e-22 2.60e-21
5.75e+06 2.85e-18 2.89e-18 1.66e-18 1.31e-18 7.78e-19 1.95e-19 1.10e-19 4.46e-22 2.46e-21
6.03e+06 2.83e-18 2.87e-18 1.65e-18 1.31e-18 7.78e-19 2.03e-19 1.15e-19 4.52e-22 2.33e-21
6.31e+06 2.81e-18 2.85e-18 1.64e-18 1.30e-18 7.78e-19 2.11e-19 1.19e-19 4.58e-22 2.21e-21
6.61e+06 2.79e-18 2.82e-18 1.63e-18 1.29e-18 7.77e-19 2.19e-19 1.24e-19 4.63e-22 2.10e-21
6.92e+06 2.78e-18 2.80e-18 1.61e-18 1.28e-18 7.77e-19 2.27e-19 1.28e-19 4.69e-22 1.99e-21
7.24e+06 2.76e-18 2.78e-18 1.60e-18 1.27e-18 7.77e-19 2.35e-19 1.33e-19 4.75e-22 1.90e-21
7.59e+06 2.73e-18 2.76e-18 1.59e-18 1.26e-18 7.76e-19 2.43e-19 1.37e-19 4.81e-22 1.81e-21
7.94e+06 2.71e-18 2.73e-18 1.58e-18 1.26e-18 7.75e-19 2.51e-19 1.41e-19 4.87e-22 1.73e-21
